MarkerName	Allele1	Allele2	Effect	StdErr	P-value	Direction	HetISq	HetChiSq	HetDf	HetPVal
cg19113686			0.0586	0.0706	0.4064	++	0.0	0.652	1	0.4193
cg02363805			-0.0653	0.0523	0.2115	--	0.0	0.038	1	0.8451
cg01160274			-0.0331	0.1074	0.7576	--	0.0	0.074	1	0.7851
cg00196366			-0.0345	0.0276	0.2118	--	0.0	0.687	1	0.4073
cg09623982			0.0822	0.0648	0.2044	++	0.0	0.231	1	0.6305
cg16280882			0.0311	0.0479	0.5168	++	0.0	0.048	1	0.8263
cg18680035			0.0783	0.0548	0.1537	++	0.0	0.399	1	0.5275
cg04792963			0.0214	0.0589	0.7168	++	0.0	0.371	1	0.5425
cg00083042			0.0065	0.0508	0.8976	++	0.0	0.096	1	0.7566
cg04508870			0.0226	0.0448	0.6134	++	0.0	0.265	1	0.6065
cg23664775			0.0013	0.0458	0.9776	-+	0.0	0.477	1	0.4899
cg16878889			-0.0339	0.0579	0.5584	--	0.0	0.499	1	0.4797
cg13878705			-0.0486	0.0445	0.2742	--	0.0	0.006	1	0.936
cg00699986			-0.0348	0.0357	0.33	-+	0.0	0.538	1	0.4631
cg00598335			-0.0046	0.0628	0.9415	-+	0.0	0.614	1	0.4331
cg26803268			-0.2331	0.1530	0.1276	--	0.0	0.322	1	0.5702
cg22031964			0.0693	0.0717	0.3338	++	0.0	0.777	1	0.3782
cg06414108			-0.0158	0.0526	0.7639	+-	0.0	0.499	1	0.4799
cg25002649			-0.0630	0.0350	0.07162	--	35.4	1.548	1	0.2134
cg09584650			-0.2551	0.3017	0.3978	--	0.0	0.001	1	0.9712
cg18495307			-0.0317	0.0452	0.4835	--	0.0	0.304	1	0.5813
cg20086579			-0.0383	0.0510	0.4525	-+	75.8	4.135	1	0.042
cg24139732			-0.0355	0.0722	0.6229	+-	0.0	0.823	1	0.3642
cg21713991			-0.0312	0.0628	0.62	-+	49.8	1.991	1	0.1583
cg22285168			0.0389	0.0467	0.4053	+-	77.9	4.526	1	0.03339
cg25019847			-0.0170	0.0382	0.6567	-+	0.0	0.341	1	0.559
cg26807643			-0.0700	0.0298	0.01866	--	0.0	0.293	1	0.5884
cg05563385			0.0664	0.0579	0.2515	++	0.0	0.423	1	0.5154
cg20897136			0.0291	0.0495	0.5565	+-	0.0	0.485	1	0.4862
cg12778944			0.0532	0.0552	0.3357	++	0.0	0.485	1	0.4861
cg06894069			0.1182	0.0507	0.01977	++	0.0	0.100	1	0.7521
cg03341748			0.0131	0.0368	0.7214	++	0.0	0.036	1	0.8485
cg25793132			0.0077	0.0598	0.8976	+-	84.4	6.424	1	0.01126
cg26596863			-0.0263	0.0427	0.5378	+-	0.0	0.675	1	0.4113
cg11355761			-0.0459	0.0407	0.2595	--	0.0	0.855	1	0.3553
cg01379894			-0.0205	0.0314	0.5139	+-	8.9	1.098	1	0.2947
cg17156227			-0.0221	0.0345	0.5215	-+	0.0	0.171	1	0.6791
cg02868783			0.1047	0.0491	0.03299	++	63.7	2.753	1	0.09707
cg01906702			0.0228	0.0670	0.7337	-+	0.0	0.762	1	0.3826
cg03532263			0.0517	0.0668	0.4392	++	0.0	0.069	1	0.7933
cg23166578			0.0412	0.0317	0.1932	+-	45.7	1.843	1	0.1746
cg08621447			-0.0553	0.1026	0.5901	+-	6.6	1.071	1	0.3008
cg06830360			-0.0700	0.1567	0.6552	-+	7.9	1.086	1	0.2973
cg09505948			0.0799	0.0389	0.03982	++	0.0	0.046	1	0.8299
cg19459454			0.0533	0.1076	0.6205	-+	0.0	0.668	1	0.4139
cg20145149			0.0708	0.0471	0.1323	++	0.0	0.248	1	0.6184
cg00505393			-0.0978	0.0421	0.02018	--	58.1	2.387	1	0.1224
cg11830580			0.0228	0.0495	0.6453	++	0.0	0.000	1	0.9916
cg14338069			0.1546	0.0934	0.09765	++	0.0	0.070	1	0.7915
cg04461800			0.0148	0.0636	0.8158	++	0.0	0.041	1	0.8403
cg13291283			0.0383	0.0809	0.6363	+-	0.0	0.662	1	0.4159
cg08190441			0.0016	0.0431	0.97	+-	81.8	5.509	1	0.01892
cg13001142			0.1580	0.0881	0.07305	++	0.0	0.588	1	0.4433
cg25216512			0.0619	0.0483	0.2004	++	0.0	0.804	1	0.3698
cg01999333			0.0111	0.0777	0.8865	+-	71.3	3.490	1	0.06174
cg06291111			-0.0344	0.0591	0.5606	-+	0.0	0.590	1	0.4424
cg24780883			0.0649	0.0864	0.4523	-+	54.4	2.191	1	0.1388
cg25646679			-0.0230	0.0551	0.6766	-+	0.0	0.559	1	0.4546
cg22346305			-0.0280	0.0829	0.7353	+-	0.0	0.230	1	0.6315
cg06671621			0.0384	0.0350	0.2725	++	0.0	0.003	1	0.9535
cg07719523			0.0595	0.0539	0.2695	++	0.0	0.111	1	0.7395
cg20199709			0.1440	0.1451	0.3211	++	0.0	0.273	1	0.6013
cg17243165			0.0518	0.0569	0.3631	-+	0.0	0.755	1	0.385
cg23219905			-0.1666	0.0930	0.07311	--	0.0	0.911	1	0.34
cg08546707			-0.0478	0.0673	0.4779	+-	44.1	1.788	1	0.1811
cg06007957			0.0016	0.0374	0.9656	+-	72.5	3.633	1	0.05664
cg04079954			-0.0119	0.0540	0.8257	+-	35.3	1.547	1	0.2136
cg14264768			-0.0285	0.0440	0.5178	-+	49.5	1.982	1	0.1592
cg08765317			0.0573	0.1262	0.6497	+-	77.8	4.501	1	0.03388
cg08550839			0.0273	0.0498	0.5831	+-	0.0	0.505	1	0.4773
cg04038724			0.0251	0.0718	0.7269	-+	0.0	0.323	1	0.5701
cg17896683			0.0541	0.0670	0.4199	++	0.0	0.309	1	0.5782
cg03679755			-0.2058	0.1410	0.1443	--	0.0	0.961	1	0.3268
cg14673233			0.0252	0.0518	0.6269	+-	0.0	0.501	1	0.479
cg25594980			-0.0499	0.0269	0.06419	--	46.5	1.869	1	0.1716
cg08980255			0.0242	0.0671	0.7186	++	0.0	0.000	1	0.9831
cg05144108			0.0056	0.0435	0.8971	-+	0.0	0.889	1	0.3457
cg23678985			0.0969	0.0672	0.1491	++	0.0	0.205	1	0.6506
cg00513620			-0.0577	0.0508	0.256	--	0.0	0.008	1	0.9285
cg07242178			0.0256	0.0465	0.5819	+-	0.0	0.604	1	0.4372
cg21564527			-0.0756	0.0394	0.05533	--	0.0	0.017	1	0.8961
cg07065735			0.0648	0.0716	0.3653	++	0.0	0.023	1	0.8799
cg09327981			-0.0364	0.0392	0.3524	-+	90.2	10.224	1	0.001386
cg13173567			0.0851	0.0539	0.1144	++	0.0	0.047	1	0.8275
cg03243768			0.0059	0.0305	0.8471	++	0.0	0.005	1	0.9461
cg27246361			-0.0239	0.0322	0.4578	--	0.0	0.322	1	0.5705
cg13065504			-0.0769	0.0454	0.09067	--	0.0	0.267	1	0.6054
cg11638249			0.0039	0.0643	0.9521	+-	0.0	0.115	1	0.7345
cg10899455			0.1230	0.0479	0.01028	++	0.0	0.159	1	0.6901
cg02405590			-0.0332	0.0802	0.6793	-+	10.1	1.112	1	0.2917
cg22721055			0.0007	0.0869	0.9932	+-	72.9	3.693	1	0.05464
cg16816226			-0.0301	0.0687	0.662	--	0.0	0.060	1	0.8066
cg19908464			-0.0121	0.0487	0.803	+-	0.0	0.285	1	0.5937
cg25462189			0.0000	0.0523	0.9993	+-	0.0	0.138	1	0.7099
cg07483962			-0.0072	0.0330	0.8276	-+	0.0	0.651	1	0.4197
cg18058069			0.0347	0.0433	0.4232	++	0.0	0.314	1	0.5754
cg22479190			0.0377	0.0403	0.349	++	0.0	0.387	1	0.5341
cg17526436			-0.0418	0.0815	0.6082	+-	82.7	5.797	1	0.01606
cg13914608			0.0061	0.0520	0.9063	++	0.0	0.005	1	0.943
cg07996482			-0.0215	0.0317	0.4977	+-	44.4	1.799	1	0.1799
cg19653890			0.0716	0.0669	0.2845	++	0.0	0.060	1	0.8068
cg26967868			-0.0081	0.0249	0.746	+-	3.9	1.041	1	0.3076
cg03005407			0.0301	0.0946	0.7508	-+	0.0	0.918	1	0.3381
cg22608620			0.0896	0.0508	0.07745	++	0.0	0.097	1	0.7555
cg05971287			-0.0990	0.0365	0.00672	--	61.6	2.602	1	0.1067
cg13071196			0.0554	0.0664	0.4046	++	0.0	0.234	1	0.6282
cg23810241			-0.0114	0.0446	0.7987	+-	45.1	1.821	1	0.1772
cg13633714			0.0037	0.0398	0.9249	+-	88.0	8.306	1	0.003952
cg05344692			-0.0800	0.0731	0.2738	--	0.0	0.000	1	0.9866
cg25809637			0.0045	0.0279	0.8712	+-	35.3	1.545	1	0.2139
cg14767216			-0.0469	0.0604	0.4375	-+	48.4	1.936	1	0.1641
cg04145764			-0.0075	0.0552	0.8913	-+	0.0	0.093	1	0.7604
cg20756894			0.1113	0.0788	0.1581	++	0.0	0.550	1	0.4582
cg26048006			0.0000	0.0501	0.9992	+-	0.0	0.080	1	0.7768
cg23554604			-0.0105	0.0504	0.8352	+-	0.0	0.698	1	0.4034
cg11061422			0.0460	0.0984	0.6402	++	0.0	0.029	1	0.865
cg15888301			-0.1228	0.0517	0.01758	--	0.0	0.712	1	0.3989
cg05033363			-0.1074	0.0499	0.03128	--	0.0	0.373	1	0.5411
cg22768487			-0.0698	0.0539	0.1953	--	0.0	0.158	1	0.6908
cg00972584			0.0021	0.0647	0.9743	++	0.0	0.000	1	0.9865
cg08077178			0.0409	0.0365	0.2623	+-	25.5	1.342	1	0.2467
cg09344251			0.0776	0.0402	0.05372	++	0.0	0.300	1	0.5841
cg17902573			-0.0899	0.0518	0.08279	-+	61.2	2.577	1	0.1084
cg08258867			0.0260	0.0429	0.5445	++	0.0	0.001	1	0.9764
cg08360229			0.0320	0.0659	0.627	-+	0.0	0.272	1	0.6018
cg07503446			-0.0188	0.0858	0.8266	-+	0.0	0.068	1	0.7948
cg12777106			0.0894	0.1217	0.4624	++	0.0	0.280	1	0.5964
cg27235193			0.0384	0.0408	0.3474	++	0.0	0.360	1	0.5482
cg26143141			0.0725	0.0393	0.06501	++	0.0	0.015	1	0.9013
cg05721189			0.0056	0.0566	0.921	-+	0.0	0.197	1	0.6569
cg11225935			-0.0851	0.0412	0.03901	--	0.0	0.143	1	0.7055
cg07182938			0.0289	0.0526	0.5827	+-	66.5	2.987	1	0.08393
cg21258233			-0.0505	0.0485	0.2973	--	0.0	0.074	1	0.7857
cg00431837			-0.0748	0.0804	0.3525	-+	43.3	1.764	1	0.1841
cg07291958			-0.1333	0.0527	0.01151	--	0.0	0.524	1	0.4689
cg03261682			0.0533	0.0441	0.2263	+-	66.9	3.020	1	0.08224
cg03337205			0.0293	0.0421	0.4858	++	0.0	0.529	1	0.4669
cg17270744			0.0149	0.0406	0.713	++	0.0	0.001	1	0.9755
cg27020279			-0.0136	0.0456	0.766	-+	0.0	0.539	1	0.4629
cg05517572			-0.0401	0.0506	0.4282	-+	0.0	0.443	1	0.5059
cg15994085			-0.0426	0.0665	0.5216	--	0.0	0.205	1	0.6505
cg17124803			0.0075	0.0348	0.8291	-+	0.0	0.077	1	0.7815
cg03478844			-0.0109	0.0815	0.8938	--	0.0	0.007	1	0.9351
cg17941726			0.0442	0.0408	0.2785	-+	47.7	1.911	1	0.1668
cg22908423			-0.1119	0.0874	0.2005	+-	80.9	5.229	1	0.02221
cg22127703			-0.1518	0.0629	0.01586	--	0.0	0.439	1	0.5075
cg04962756			0.1344	0.0565	0.0174	++	0.0	0.012	1	0.9141
cg24087954			-0.0129	0.0381	0.7344	+-	0.0	0.648	1	0.4209
cg26881686			-0.0092	0.0316	0.7719	-+	86.6	7.456	1	0.006323
cg15251124			0.0235	0.0477	0.6222	-+	40.6	1.683	1	0.1945
cg07445112			-0.0100	0.0344	0.7726	-+	61.5	2.599	1	0.1069
cg06134974			-0.1225	0.0600	0.04115	--	0.0	0.144	1	0.704
cg17183991			-0.0004	0.0459	0.9929	+-	0.0	0.043	1	0.8359
cg25362068			-0.0232	0.0311	0.4554	--	0.0	0.280	1	0.5967
cg23210938			-0.0566	0.0474	0.2321	--	56.2	2.281	1	0.131
cg23514324			-0.1156	0.0729	0.1128	--	0.0	0.112	1	0.7378
cg22550814			-0.1267	0.0613	0.03882	--	0.0	0.043	1	0.8363
cg16713264			0.0317	0.0369	0.3905	++	50.6	2.026	1	0.1547
cg19196264			-0.0028	0.0341	0.9347	-+	0.0	0.466	1	0.4948
cg25481073			-0.0053	0.0721	0.9418	-+	0.0	0.234	1	0.6283
cg01374269			0.0249	0.0647	0.6998	-+	0.0	0.358	1	0.5495
cg23318713			0.0660	0.0454	0.1461	++	0.0	0.480	1	0.4883
cg08083251			-0.2732	0.2230	0.2206	--	0.0	0.324	1	0.569
cg14164032			-0.0994	0.0766	0.1945	--	0.0	0.910	1	0.3401
cg03644817			0.0099	0.0492	0.8405	-+	0.0	0.162	1	0.6877
cg23072629			-0.0248	0.0532	0.6416	-+	81.6	5.442	1	0.01966
cg09808606			-0.1182	0.0916	0.1971	--	18.8	1.231	1	0.2672
cg12409874			0.0049	0.0369	0.8942	-+	0.0	0.194	1	0.6598
cg26673377			-0.0762	0.0966	0.4302	--	0.0	0.168	1	0.6822
cg13940693			-0.0200	0.0732	0.7847	+-	0.0	0.406	1	0.5238
cg20110742			-0.0453	0.0485	0.35	--	0.0	0.143	1	0.7055
cg09407273			0.0952	0.0385	0.0133	++	0.0	0.054	1	0.8157
cg26288102			-0.0146	0.0547	0.7897	+-	0.0	0.449	1	0.503
cg13594900			-0.0392	0.0288	0.1739	+-	89.3	9.343	1	0.002239
cg03182742			0.0867	0.0549	0.1142	++	0.0	0.418	1	0.5178
cg24987622			-0.0045	0.0323	0.8891	+-	0.0	0.014	1	0.9068
cg21948749			-0.0041	0.0329	0.9017	+-	0.0	0.696	1	0.4043
cg03265692			-0.0388	0.0538	0.4712	+-	79.3	4.837	1	0.02786
cg17329057			0.1501	0.0924	0.1042	++	53.0	2.129	1	0.1446
cg07066550			-0.0009	0.0782	0.9907	-+	0.0	0.586	1	0.4441
cg00749580			-0.0340	0.0521	0.5141	--	0.0	0.089	1	0.7652
cg27638196			-0.0886	0.0717	0.2164	--	0.0	0.238	1	0.6253
cg14235155			-0.0211	0.0452	0.6403	-+	29.1	1.410	1	0.2351
cg15761048			0.0296	0.0378	0.4347	++	0.0	0.255	1	0.6137
cg16533864			-0.0148	0.0307	0.6303	-+	0.0	0.134	1	0.7146
cg20750367			-0.0220	0.0422	0.6026	-+	68.1	3.135	1	0.07663
cg04141903			-0.0077	0.0486	0.8741	+-	0.0	0.820	1	0.3651
cg04881992			-0.0055	0.0429	0.8974	+-	12.9	1.148	1	0.2839
cg04911325			0.0816	0.0522	0.1181	++	64.4	2.811	1	0.09363
cg16771170			-0.0306	0.0566	0.5892	--	0.0	0.361	1	0.5478
cg21116938			-0.0389	0.0600	0.5171	--	0.0	0.009	1	0.9232
cg24432432			-0.0285	0.0420	0.4969	+-	46.6	1.872	1	0.1712
cg00927227			-0.0210	0.0578	0.7159	--	0.0	0.024	1	0.8757
cg21169969			0.0594	0.0336	0.07748	++	0.0	0.253	1	0.615
cg11820913			0.0618	0.0474	0.1928	++	0.0	0.754	1	0.3851
cg20180538			-0.0002	0.0511	0.9963	-+	0.0	0.068	1	0.7941
cg05685435			-0.0977	0.0529	0.06493	--	0.0	0.395	1	0.5295
cg01220031			0.0590	0.0688	0.3913	++	0.0	0.000	1	0.9873
cg06773798			0.0134	0.0462	0.771	++	0.0	0.049	1	0.8254
cg21630368			-0.0353	0.0323	0.2752	--	0.0	0.163	1	0.6866
cg13219564			-0.0905	0.0259	0.00049	--	0.0	0.178	1	0.6729
cg21992696			-0.0689	0.0624	0.2693	--	0.0	0.098	1	0.7543
cg25202845			0.0052	0.0305	0.8644	++	0.0	0.007	1	0.9333
cg00127991			0.0509	0.0472	0.2803	+-	79.4	4.849	1	0.02766
cg07164630			0.0101	0.0357	0.7768	-+	0.0	0.443	1	0.5058
cg20369204			0.0154	0.0534	0.7733	+-	0.0	0.154	1	0.6946
cg01115310			0.1107	0.0403	0.006075	+-	67.0	3.034	1	0.08154
cg01618199			0.0238	0.0481	0.6204	-+	6.8	1.073	1	0.3002
cg26334035			-0.0142	0.0665	0.8304	-+	0.0	0.229	1	0.6323
cg15934647			-0.0138	0.0398	0.7284	-+	0.0	0.182	1	0.6693
cg22007776			-0.0498	0.0405	0.2188	--	0.0	0.269	1	0.6042
cg08482338			0.0109	0.0404	0.7868	+-	0.0	0.285	1	0.5933
cg18451310			0.0420	0.0392	0.2841	++	0.0	0.081	1	0.7762
cg27607273			-0.0720	0.0272	0.00802	--	0.0	0.029	1	0.8642
cg18169610			0.0056	0.0495	0.9104	-+	40.6	1.682	1	0.1946
cg16624076			-0.0222	0.0281	0.4298	+-	0.0	0.898	1	0.3433
cg19854060			-0.0402	0.0358	0.2605	--	25.7	1.347	1	0.2459
cg26466258			-0.0055	0.0371	0.8822	+-	63.4	2.730	1	0.09849
cg16088142			-0.0577	0.0482	0.2313	--	0.0	0.007	1	0.9345
cg11671913			0.0183	0.0386	0.6351	+-	0.0	0.847	1	0.3574
cg13404421			-0.0786	0.0302	0.009289	--	0.0	0.457	1	0.4989
cg08523903			-0.0311	0.0520	0.5496	+-	22.9	1.297	1	0.2548
cg11653176			-0.0600	0.0417	0.1501	--	0.0	0.126	1	0.7222
cg07239592			-0.0932	0.0552	0.09129	--	0.0	0.278	1	0.5977
cg09778357			0.0639	0.0310	0.03916	++	0.0	0.332	1	0.5642
cg11471574			0.1800	0.0717	0.01203	++	0.0	0.558	1	0.4549
cg12930795			0.0012	0.0756	0.9875	-+	0.0	0.854	1	0.3555
cg26307712			-0.0445	0.0672	0.5078	+-	56.1	2.276	1	0.1314
cg01679675			0.0938	0.0401	0.01922	++	24.4	1.322	1	0.2502
cg20929826			-0.0330	0.0480	0.4925	--	0.0	0.065	1	0.799
cg07590493			0.0308	0.0434	0.4786	+-	62.2	2.649	1	0.1036
cg04678399			0.0420	0.0301	0.1631	++	0.0	0.888	1	0.346
cg11283514			0.1163	0.0687	0.09025	++	0.0	0.068	1	0.7943
cg20018425			0.0583	0.0288	0.04307	++	0.0	0.047	1	0.8285
cg16858415			-0.0650	0.0490	0.1847	--	0.0	0.061	1	0.8055
cg16290455			0.0299	0.0707	0.672	-+	0.0	0.376	1	0.5398
cg06620706			0.0167	0.0461	0.7167	-+	0.0	0.320	1	0.5717
cg00871215			-0.1323	0.0842	0.1161	--	0.0	0.314	1	0.5753
cg03666244			-0.0666	0.0430	0.1214	--	0.0	0.038	1	0.8454
cg20358075			0.0337	0.0452	0.4552	++	0.0	0.142	1	0.7064
cg18634296			-0.0581	0.0277	0.03558	+-	0.4	1.004	1	0.3162
cg04921744			-0.0718	0.0571	0.2089	--	0.0	0.111	1	0.7389
cg24000809			-0.0283	0.0408	0.4878	--	0.0	0.135	1	0.7138
cg10883484			0.0822	0.0365	0.0241	++	0.0	0.392	1	0.5313
cg14701244			0.0271	0.0381	0.4776	+-	21.1	1.267	1	0.2604
cg17538336			0.0386	0.0522	0.4594	-+	28.2	1.392	1	0.2381
cg26704647			-0.0127	0.0481	0.7914	--	0.0	0.109	1	0.7413
cg05581034			0.1124	0.1078	0.2974	++	0.0	0.341	1	0.5595
cg17903041			0.0074	0.0530	0.8895	-+	0.0	0.490	1	0.484
cg04175877			-0.0200	0.0777	0.7971	-+	0.0	0.249	1	0.6176
cg01428437			0.0078	0.0286	0.7845	-+	83.2	5.969	1	0.01456
cg24301477			-0.0450	0.0643	0.4833	--	0.0	0.068	1	0.7936
cg09210956			0.0357	0.0929	0.7012	++	0.0	0.000	1	0.9907
cg10861599			0.0345	0.0660	0.6012	++	0.0	0.001	1	0.971
cg08002295			-0.0295	0.0394	0.4543	+-	76.1	4.178	1	0.04095
cg23479557			0.0087	0.0687	0.8991	-+	0.0	0.530	1	0.4664
cg27279993			0.0015	0.0450	0.9727	-+	51.2	2.051	1	0.1521
cg21882268			0.0014	0.0498	0.977	+-	0.0	0.222	1	0.6375
cg15572577			0.0192	0.0395	0.6265	+-	0.0	0.433	1	0.5105
cg01738524			-0.1380	0.0664	0.03779	--	0.0	0.145	1	0.7038
cg19189952			-0.1606	0.0902	0.07515	--	0.0	0.202	1	0.6535
cg07805699			0.0108	0.0388	0.7803	-+	0.0	0.089	1	0.7654
cg21264227			-0.0706	0.0523	0.177	--	0.0	0.214	1	0.6439
cg12502025			-0.0449	0.0451	0.3202	--	0.0	0.644	1	0.4224
cg01553182			0.1435	0.0508	0.004754	++	0.0	0.724	1	0.3949
cg04400594			0.0771	0.0632	0.2221	++	0.0	0.032	1	0.858
cg08662890			-0.0273	0.0759	0.7187	--	0.0	0.123	1	0.7256
cg11160337			-0.0218	0.0420	0.6048	-+	0.0	0.195	1	0.6588
cg23622893			-0.0858	0.0730	0.2399	--	0.0	0.378	1	0.5388
cg09257931			0.0622	0.0915	0.4964	++	0.0	0.063	1	0.8018
cg06217960			-0.0085	0.0520	0.8697	-+	0.0	0.106	1	0.7445
cg13534323			0.0278	0.0317	0.3797	+-	41.3	1.704	1	0.1917
cg03885858			0.0330	0.0319	0.3015	++	0.0	0.145	1	0.7029
cg15581906			0.0595	0.0658	0.3658	+-	0.0	0.549	1	0.4587
cg26717995			-0.0200	0.0309	0.5172	-+	0.0	0.390	1	0.5324
cg17081955			0.0084	0.0479	0.8606	+-	0.0	0.322	1	0.5705
cg22779946			-0.0703	0.0588	0.2318	--	71.7	3.531	1	0.06023
cg08331284			0.0111	0.0424	0.793	-+	38.9	1.636	1	0.2009
cg10581129			-0.0032	0.0611	0.9587	-+	0.0	0.125	1	0.7241
cg26796815			-0.0533	0.0410	0.1933	+-	50.0	1.999	1	0.1574
cg00401074			-0.0057	0.0470	0.9038	-+	69.9	3.328	1	0.06812
cg20452287			-0.0277	0.0519	0.5932	--	0.0	0.112	1	0.7374
cg08378588			-0.1183	0.0525	0.02419	--	0.0	0.873	1	0.3501
cg16011250			-0.1257	0.0557	0.02403	--	20.2	1.253	1	0.263
cg07512456			-0.0225	0.0581	0.6983	+-	0.0	0.445	1	0.5046
cg03730389			-0.0445	0.0434	0.3048	--	0.0	0.421	1	0.5166
cg08836633			-0.1000	0.0684	0.1441	--	0.0	0.755	1	0.385
cg13635516			-0.0296	0.0536	0.581	-+	61.3	2.587	1	0.1077
cg10582648			0.0484	0.0618	0.4336	-+	45.3	1.828	1	0.1763
cg02528630			-0.0267	0.0485	0.5817	--	0.0	0.388	1	0.5331
cg09022808			0.0161	0.0502	0.748	++	0.0	0.005	1	0.9461
ch.10.2027377R			-0.0596	0.1646	0.7172	+-	25.6	1.343	1	0.2464
cg03208936			0.0219	0.0507	0.6658	-+	0.0	0.925	1	0.3363
cg16477492			-0.1268	0.0928	0.1718	+-	80.5	5.118	1	0.02368
cg14024112			0.0570	0.0914	0.5327	+-	65.0	2.860	1	0.0908
cg10119564			0.0201	0.1185	0.8654	+-	72.5	3.633	1	0.05665
cg11077103			-0.0016	0.0488	0.9736	-+	0.0	0.092	1	0.7622
cg08501989			-0.0008	0.0336	0.9814	+-	0.0	0.090	1	0.7646
cg04873053			0.0756	0.0488	0.1214	+-	31.7	1.465	1	0.2262
cg13360395			0.1749	0.1035	0.09113	++	0.0	0.018	1	0.8923
cg14105680			0.1446	0.0675	0.03222	++	0.0	0.160	1	0.6892
cg05020273			-0.1047	0.0500	0.03632	--	52.0	2.085	1	0.1488
cg20803857			-0.1649	0.1207	0.1717	--	0.0	0.191	1	0.6621
cg05289775			-0.0036	0.0518	0.944	+-	10.2	1.113	1	0.2913
cg11662039			-0.0523	0.0549	0.3407	--	0.0	0.761	1	0.383
cg11629359			-0.0441	0.0950	0.6423	+-	0.2	1.002	1	0.3169
cg14275281			-0.0245	0.0282	0.3846	-+	18.4	1.226	1	0.2682
cg26426162			-0.0044	0.0300	0.8848	--	0.0	0.048	1	0.8266
cg08167085			-0.0102	0.0537	0.8489	-+	44.0	1.787	1	0.1814
cg10591346			-0.0174	0.0534	0.7445	+-	30.6	1.440	1	0.2301
cg24276315			0.0888	0.0956	0.3527	++	0.0	0.339	1	0.5603
cg09487387			0.0388	0.1205	0.7474	+-	0.0	0.101	1	0.7501
cg01574571			-0.0678	0.1081	0.5308	-+	0.0	0.902	1	0.3424
cg11544486			-0.0372	0.0573	0.5165	--	0.0	0.224	1	0.6363
cg26186790			-0.0442	0.0814	0.5873	--	0.0	0.089	1	0.7659
cg08224016			-0.0029	0.0548	0.9571	-+	0.0	0.051	1	0.8213
cg13036656			-0.0325	0.0376	0.3864	--	0.0	0.040	1	0.8407
cg08438589			0.1102	0.0463	0.01742	++	16.9	1.204	1	0.2726
cg26537941			0.0954	0.0455	0.03579	++	0.0	0.194	1	0.6596
cg11966070			-0.0600	0.0476	0.2075	--	0.0	0.019	1	0.8917
cg21168093			0.0438	0.0547	0.423	++	0.0	0.003	1	0.9579
cg14849387			-0.2401	0.1125	0.03279	--	0.0	0.183	1	0.6687
cg20385355			0.0540	0.0561	0.3351	++	0.0	0.046	1	0.8308
cg16646054			0.1638	0.0499	0.001033	++	0.0	0.277	1	0.5984
cg17112707			0.0369	0.0555	0.5057	+-	0.0	0.192	1	0.6611
cg21288083			0.0564	0.0489	0.2485	++	0.0	0.099	1	0.7525
cg13393476			-0.0263	0.0300	0.3797	--	0.0	0.056	1	0.8135
cg27370049			0.0497	0.0424	0.2404	++	0.0	0.014	1	0.9047
cg24693472			-0.0234	0.0809	0.772	+-	0.0	0.310	1	0.5779
cg11576614			-0.0101	0.0361	0.7797	+-	53.1	2.134	1	0.1441
cg26269162			0.2140	0.0739	0.003796	++	40.0	1.666	1	0.1968
cg20211044			0.0896	0.0633	0.1568	++	0.0	0.014	1	0.9053
cg11587799			0.0258	0.0443	0.5609	-+	53.3	2.143	1	0.1432
cg18805164			0.3533	0.3967	0.3732	-+	63.8	2.766	1	0.09627
cg11855842			0.1106	0.0585	0.05856	++	64.1	2.782	1	0.09531
cg26829071			-0.0907	0.0361	0.01195	--	7.6	1.082	1	0.2982
cg17371404			-0.0848	0.0751	0.2589	--	0.0	0.260	1	0.6105
cg23966547			0.0277	0.0621	0.6553	-+	80.8	5.205	1	0.02252
cg03036057			-0.0859	0.0832	0.3018	-+	0.0	0.618	1	0.4317
cg09333840			-0.0026	0.0393	0.9471	-+	0.0	0.088	1	0.7666
cg20361258			0.0081	0.0509	0.8737	++	0.0	0.001	1	0.9704
cg09627757			0.0275	0.0451	0.5424	++	0.0	0.187	1	0.6653
cg25585364			-0.0707	0.0304	0.02019	--	0.0	0.287	1	0.5919
cg00603034			0.0743	0.0486	0.1265	++	0.0	0.043	1	0.8359
cg15575433			-0.0361	0.0627	0.5645	--	0.0	0.305	1	0.581
cg23811775			-0.0379	0.0351	0.2805	--	0.0	0.005	1	0.943
cg02777343			0.0310	0.0430	0.4707	+-	54.1	2.179	1	0.1399
cg14185801			0.1099	0.0394	0.005248	++	0.0	0.018	1	0.8933
cg06090837			0.1222	0.0733	0.09535	++	0.0	0.670	1	0.413
cg12866282			0.2155	0.1565	0.1683	++	63.1	2.711	1	0.09966
cg03577153			-0.1371	0.0614	0.02556	--	0.0	0.310	1	0.5777
cg04707562			-0.0250	0.0537	0.6421	+-	0.0	0.463	1	0.4964
cg19780829			0.0416	0.0409	0.3092	-+	73.1	3.713	1	0.05399
cg03414732			-0.0525	0.0428	0.2206	--	0.0	0.167	1	0.6832
cg27520340			0.0266	0.0454	0.559	-+	0.0	0.325	1	0.5684
cg20393695			0.1127	0.0708	0.1111	++	0.0	0.012	1	0.9125
cg16121383			-0.1198	0.0803	0.1357	--	0.0	0.001	1	0.9712
cg07159114			0.0028	0.0472	0.9531	-+	49.1	1.964	1	0.1611
